text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
"đi một vòng phỏng_vấn ở các công_ty thì thấy ở đây bài_bản từ khâu liên_hệ , gặp trao_đổi công_việc , deal lương_đồ đều rõ_ràng , kiểu không giấu diếm để vào làm chửng_hửng .",1,0,0,0,0,0,0,0,1,0,0,0,Truyền Thông Quảng Cáo MCV Group,ef9a4f
"ông sếp mang_tiếng du_học doanh_nhân các kiểu nhưng cách làm_việc thì không_thể hơn , bóc_lột và chửi nhân_viên như con . Góp_ý , giúp_đỡ thì chả có nói_chung không được gì ngoài mác_trường doanh_nhân",0,0,2,2,0,2,0,0,0,0,0,0,Trường Doanh Nhân HBR,443927
Công_ty này dạy_học_viên làm lưu_manh . Phải tránh thật xa !,0,2,0,2,0,0,0,0,0,0,0,0,Trường Doanh Nhân HBR,37acf9
Cảm_ơn sếp & amp ; anh_em trong công_ty đã đã đào_tạo mình trưởng_thành rất nhiều,0,1,1,1,0,0,0,0,0,0,0,0,Trường Doanh Nhân HBR,17dc46
"Vào đây mình học được nhiều mà . Ai_GATO nói_xấu sau lưng thì mình kệ_nha , toàn những kẻ đứng dưới ấy mà !",0,1,0,2,0,0,0,0,0,0,0,0,Trường Doanh Nhân HBR,d415b0
"5 rưỡi tan làm , 6 h về mà sếp cứ lườm_lườm =))) tăng ca không bao_giờ trả lương OT , còn trả lương bằng tiền_mặt để trốn_thuế bóc_lột nhân_viên dễ sợ , các bé sv mới ra trường né né ra nhé",2,0,2,0,0,2,0,0,0,0,0,0,Trường Doanh Nhân HBR,af8e46
Lúc ra trường mình vào công_ty làm thực_tập_sinh và làm_việc suốt 5 năm tại đây . Cảm_ơn công_ty đã tạo ra môi_trường phát_triển bản_thân liên_tục mà mình mới được như bây_giờ !,0,0,0,1,0,0,1,0,0,0,0,0,Trường Doanh Nhân HBR,1.28E+69
"Ko biết các phòng_ban khác thế_nào chứ bên phòng truyền_thông marketing 2 ông sếp cực bựa . Đúng kiểu LGBT đồng_bóng , thích nịnh_hót . Ai không xu_nịnh thig ghim rùi làm khó_dễ . Đứa nào biết xu_nịnh thì ngồi_chơi xơi_nước rồi cuối năm cào bằng lương tăng như nhau . Nghe_đâu_kì rồi tuyển_sinh èo_ọp lắm mà k biết sao hội_đồng vẫn giữ lại mấy lão sếp vô_dụng này :)",2,0,2,2,0,0,2,2,0,0,0,0,Trường Đại Học Công Nghệ Tp.hcm - Hutech,291268
quá tệ vì không coi ứng_viên ra gì ạ . đi phỏng_vấn được hay không được nhưng không báo lại kết_quả ạ .,0,0,0,0,0,0,0,0,2,0,0,0,Tập đoàn Y tế Phương Đông,6f8a28
"phỏng_vấn hoành_tráng 3 vòng , mỗi vòng gặp 1 quản_lý , 1 ceo hỏi hơn 1 tiếng , hỏi rất kĩ . hẹn ngày thông_báo kết_quả cho ứng_viên nhưng không thấy báo lại , nhắn không trả_lời , gọi thẳng đến công_ty hỏi mới trả_lời . kết_quả : đánh_giá cao năng_lực nhưng không phù_hợp vh công_ty . vh công_ty như_thế cũng xin gút_bai .",0,0,3,2,0,0,0,0,2,0,0,0,Tập đoàn Y tế Phương Đông,8bb7fb
"đùn_đẩy trách_nhiệm , lương thì không thanh_toán cho nhân_viên . đi làm cho công_ty mà lãnh_lương như đi ăn_xin . thấy đăng_tuyển thì nhớ né gấp nha",2,0,2,0,0,0,0,0,0,0,0,2,Tập đoàn công nghệ Vietsens,c122b4
"các phòng_ban tập_đoàn này đá bóng giỏi lắm nha quý_vị . giải_quyết thì đùn_đẩy qua_lại , giải_quyết cv cho nhân_viên công_ty thì chậm_chạp , cùng là đồng_nghiệp mà đối_xử dơ vậy anh_chị .",0,0,0,2,0,0,0,2,0,0,0,0,Tập đoàn công nghệ Vietsens,3f3192
trả lương nợ đi tr . qua tết rồi mà vẫn chưa có lương từ 2023 luôn mới hài chứ .,2,0,0,0,0,0,0,0,0,0,0,0,Tập đoàn công nghệ Vietsens,0295ec
"công_ty rẻ_rách nhất vn , quỵt tiền_lương và bảo_hiểm của nhân_viên đã nghỉ .",2,0,0,0,0,0,0,0,0,0,0,0,Tập đoàn công nghệ Vietsens,87731f
"mang tiếng tập_đoàn mà các bạn bệ như cái bồn cầu . nhận nhiệm_vụ thì 1 nhưng nhờ giúp_việc vớ_vẩn thì 10 , quay ra thì lại nói giọng quy_trình . mục_tiêu là tuyển những học_sinh , sinh_viên mới ra trường chưa có kinh_nhiệm va_vấp để bắt_nạt , làm được 3 tháng lương chậm chả thấy thông_báo gì cả thì mình cũng té luôn . và cũng không mong lấy lại được lương",2,0,0,2,0,2,0,2,2,0,0,0,Tập đoàn công nghệ Vietsens,34bee2
"nghỉ_việc ở đây từ năm 2017 lúc đó đã nát lắm rồi , không ngờ vào đây đọc review giờ còn nát hơn_nữa / \ .",0,0,0,0,0,0,0,0,0,0,0,2,Tập đoàn công nghệ Vietsens,70c9e5
tháng nào tớ cũng phải nhắn_hỏi bảng lương . ôi huhu,2,0,0,0,0,0,0,2,0,0,0,0,Tập đoàn công nghệ Vietsens,234fb7
"mình vào làm thời_gian rồi mà không thấy có du_lịch gì cả , lương thì không biết ngày nào được nhận . hợp_đồng thì ký ào_ào chứ không có thấy đánh_giá gì .",2,0,0,0,0,0,2,2,0,0,0,0,Tập đoàn công nghệ Vietsens,8d0b0d
nợ lương không có ngày trả nha các bạn . đòi may_ra được hẹn tiếp còn không đòi là khỏi nói gì luôn .,2,0,0,0,0,0,0,0,0,0,0,0,Tập đoàn công nghệ Vietsens,e30e2d
nợ lương 3 năm rồi đéo thấy trả,2,0,0,0,0,0,0,0,0,0,0,0,Tập đoàn công nghệ Vietsens,f98007
"tập_đoàn lừa_đảo số_một vn , nhân_viên nghỉ_việc nhưng cố_tình làm_khó không thanh_toán lương . hỏi thì phòng_hành chánh đá qua phòng kế_toán , phòng kế_toán đá qua đơn_vị làm_việc , đơn_vị làm_việc đá qua phòng kế_toán . đcm rẻ_rách .",2,0,0,0,0,0,0,2,0,0,0,2,Tập đoàn công nghệ Vietsens,9.30E+118
"cách đây 5 năm cũng vị nợ lương nên đã xin nghỉ , hôm_nay tìm xem công_ty làm_ăn thế_nào . thấy review thì đoán là vẫn như xưa",2,0,0,0,0,0,0,0,0,0,0,2,Tập đoàn công nghệ Vietsens,64842c
"mình viết review_khuyên các hậu_bối , đừng bao_giờ bước chân đi phỏng_vấn hay thử việc ở vietsens hay thẻ_việt . rất mất thời_gian và công_sức của các bạn , chậm lương , quịt lương , chế_độ rẻ rác , công_ty gia_đình nên nó toxic lắm , mấy đứa quản_lý toàn bọn_bợ đỡ ăn bám thôi",2,0,2,2,0,0,0,0,2,0,0,0,Tập đoàn công nghệ Vietsens,6635df
"môi_trường làm_việc : đồng_nghiệp thân_thiện , nợ lương nhân_viên 1 tháng còn chia thành 2 kì trả lương thì chịu rồi . nghỉ từ mùa tám mánh nào rồi vẫn chưa trả sổ bh , hỏi kế_toán thì suốt ngày bảo chưa quyết_toán . ai còn làm_việc ở đấy chắc toàn đại_gia",2,0,0,1,0,0,0,2,0,0,0,0,Tập đoàn công nghệ Vietsens,71ce99
nghỉ 2 năm rồi mà vẫn đéo thấy trả nốt lương còn thiếu mẹ gì .,2,0,0,0,0,0,0,0,0,0,0,0,Tập đoàn công nghệ Vietsens,7b6607
"mọi điều về công_ty , tập_đoàn mọi người cũng đã nói hết rồi trả biết nói gì chỉ có_điều hối_hận . tại_sao trước đây m không quyết_định nghỉ sớm hơn",0,0,0,0,0,0,0,0,0,0,0,2,Tập đoàn công nghệ Vietsens,a217a6
"vào công_ty thấy khá thân_thiện , đang học việc . các bộ_phận đều nhiệt_tình hỗ_trợ công_việc , các việc khác chưa biết thế_nào . mấy anh code với tk đều hiền",0,3,0,1,0,0,0,0,0,0,0,0,Tập đoàn công nghệ Vietsens,adfc1e
bạn nào muốn thử cảm_giác làm nhân_viên của vietsens cứ thử 1 năm đi . rồi lên đây đọc lại cmt xem có đúng không . đi triển_khai không có công_tác phí . công_ty làm về pm bệnh_viện thì bùng_bh của nhân_viên . không có teambuiding hay nghỉ_mát gì đâu bạn nào không tin cứ thử . cmt không mang tính_chất gây war . chỉ nói đúng sự_thật của công_ty,2,0,0,0,0,0,0,0,0,0,0,2,Tập đoàn công nghệ Vietsens,c9fb76
"công_ty lởm , tiền vẫn về mà không trả lương anh_em . nợ lương , nợ bảo_hiểm , không minh_bạch về tài_chính . định quỵt lương anh_em , thì bệnh_viện nó cũng méo trả tiền đâu , nhân_quả cả . nói thì hay nhưng đối_xử bạc_bẽo với nhân_viên thì làm_sao mà tồn_tại lâu . tao sẽ chống mắt lên xem tồn_tại được bao_lâu .",2,0,2,2,0,0,0,0,0,0,0,2,Tập đoàn công nghệ Vietsens,b8d3c8
"lương chậm , lương_quịt , chế_độ đãi_ngộ không có , môi_trường làm_việc độc_hại , công_ty chỉ dành cho người vô_chi đi làm",2,0,0,2,0,0,0,0,0,0,0,2,Tập đoàn công nghệ Vietsens,fdde06
"hiện_tại mình thấy vietsens đang tuyển nhân_viên , mấy thím nào nhớ xem những review trước_đây để lỡ có vào thì hối_hận muộn_màng đó , vietsens_chúa nợ lương",2,0,0,0,0,0,0,0,0,0,0,0,Tập đoàn công nghệ Vietsens,e001c9
"nghe nói công_ty này có làm về bảo_mật , mà_lại đi lấy thông_tin của những nhân_viên đã nghỉ để đi bán cho các bên công_ty tài_chính , mcredit mà không được sự cho_phép của người ta , mất dạy đcd , gặp đứa nào nó ngứa nó kiện cho chết cả lũ , ác_ôn . thêm nữa ai làm ở đây lúc nghỉ nhớ đòi trợ_cấp , thưởng_đồ cho_xong xui r nghỉ nhé , chứ không còn ngồi trên công_ty nữa là nó éo trả 1 xu đâu , lại còn dựng_chuyện để tẩy trắng cho m mang_tiếng xấu đó .",2,0,2,2,0,0,0,2,2,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,d8cc01
"nghe đồn công_ty vừa ăn_mừng lá cờ đầu của tập_đoàn về doanh_thu lợi_nhuận . biết sao không , cắt lương_thưởng , phúc_lợi của nhân_viên hết mà lấy gì không lời cho được . vì đạt dc kpi của tập_đoàn giao mà không từ mọi thủ_đoạn , canh_me sơ_hở là trừ lương , cắt thưởng . dụ mấy em fresher vào xong bắt_kí làm_việc 2 năm , tụi nó nghỉ là bât đền_bù mấy chục triệu . kpi_áp cho sales thì như trên mây để ngta khó đạt được mà nhận thưởng . năm nào cũng tăng kpi nhưng lương thì không tăng .",2,0,2,0,0,0,2,2,2,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,7031f3
"học uit thì vô , còn trường khác thì né vội . vì vô cũng làm éo được lương cao đâu , thua cả mấy đứa sinh_viên năm 3 uit .",2,0,0,2,0,0,0,0,2,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,32c990
"thấy trên linkedin tuyển_ce , sa nhiều . anh_em tốt nhất né đi , lương thấp_thưởng không bằng bên ngoài đâu . đéo gì tết thưởng có 5 triệu .",2,0,0,0,0,0,0,0,2,0,0,2,Tổng công ty Công nghệ và Giải pháp CMC TS,bf485f
suốt ngày bốc phét_ai này nọ mà có làm gì đâu .,0,0,0,2,0,0,0,0,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,dd84b0
"nếu làm ở sài gòn quận 7 thì chạy thoát chỗ này càng sớm càng tốt , vào đây chỉ mất tuổi_trẻ và ôm cục tức thôi . miền nào cũng có người này người kia , nhưng đây xui_cái là một bầy bắc kỳ làm lãnh_đạo một_cách ngu_dốt , bảo_thủ , ảo_tưởng .",0,0,2,2,0,0,0,0,0,0,0,2,Tổng công ty Công nghệ và Giải pháp CMC TS,f643b8
"bào nhân_viên thôi rồi sau giờ làm vẫn phải trực zalo gr để các sếp sai việc nhé ! công_ty này giờ toàn parky làm sếp không à , các dự_án đều add chọn người_nhà vào làm .",0,0,2,2,0,2,0,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,6efaa8
"có bà gì bên nhân_sự , nhưng quên mất tên , suốt ngày cứ áp_kpi mấy cái khóa training , học cho bên am . thầu bè đã mệt mà suốt ngày cứ phải vác xác vô ngồi nghe , để cho bả điểm_danh cho bả đủ kpi xong lếch ra .",0,2,0,0,0,2,0,2,2,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,e3e249
"chưa thấy cái công_ty nào mà có 1 vị_trí chuyên_gia đi chụp lén bàn làm_việc nhân_viên để email warning cho toàn_bộ mọi người . mục_đích là để phạt vì có_thể bàn làm_việc có đồ_ăn vặt , không gọn_gàng ...",0,0,2,2,0,0,0,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,30300000000
"đéo gì cái dự_án onsite 2 năm không thu được đồng nào nhưng 1 đứa onsite trong dự_án đó vẫn nhận giải staff of_the year 2 năm liền không sót năm nào . còn mấy đứa làm bục_mặt , triển_khai xong dự_án , kiếm thì về cho khối thì đéo được 1 cái gì .",0,0,2,0,0,2,2,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,989ca2
OT trào máu nhưng chả có đồng_bạc nào ! ?,2,0,0,0,0,2,0,0,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,4767dd
"công_ty có con hr huê_bòi như cc , nghe muốn đấm_vkl , lúc phỏng_vấn nói 1 kiểu tuyển 1 kiểu , né gấp",0,0,0,0,0,0,0,0,2,0,0,2,Tổng công ty Công nghệ và Giải pháp CMC TS,6e48ce
"các bạn trẻ nên vào , năm_ngoái có chương_trình fresher cực tốt ( mình được trưởng_thành từ đây )",0,1,0,0,0,0,1,0,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,56d17d
"OT , onsite khách_hàng , thức đêm_thức hôm ... chả được đồng_bạc nào ! cuối năm thưởng bằng tiền_mặt để trốn_thuế ! thuê bằng , mua dump ... để "" đánh bóng "" profile mời_thầu !",2,0,0,2,0,2,0,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,d4daff
"sẽ có một con mẹ cầm phone quay vòng_vòng rồi ... gửi email toàn công_ty ! môi_trường như_vậy nhân_viên luôn trong trạng_thái stress , không tin_tưởng lẫn nhau !",0,0,0,2,0,0,0,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,c2fa23
"sếp cấp cao không có năng_lực và tầm nhìn , vừa sa_thải nguyên_team công_nghệ , làm dev thì né né ra .",0,0,2,0,0,0,0,0,0,0,2,0,Tổng công ty Công nghệ và Giải pháp CMC TS,299016
"lương thấp , không tăng lương còn rất nhiều phốt về việc ăn_chặn kpis của nhân_viên đã nghỉ_việc những đã làm hết năm kinh_doanh , cho nhân_viên đang nghỉ thai_sản thôi_việc sai quy_định của pháp_luật",2,0,2,0,0,0,0,2,0,0,2,0,Tổng công ty Công nghệ và Giải pháp CMC TS,be0b5e
"được cái building đẹp thoai ! tui đi làm vì đam_mê ... tiền ! building đẹp nhưng không khiến tiền trong tài_khoản tui tăng là tui dẹp_nha !_né đi mấy má , chỗ này được cái zui , lầy , trẻ_trung , ... , chạy kpi_thoai ! làm ngoài giờ chả được đồng_bạc nào đâu !_đóng bảo_hiểm chỉ 50 % lương là biết nó ... thế_nào zồi hen !",2,0,0,1,1,2,0,0,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,63b71e
"chuẩn cmnr bác ạ , làm quần_quật có thấy đâu , đến lúc review thì ất ơ_vãi , trên tự review , không xem nhân_viên mình năm qua làm những gì , đóng_góp gì , cứ đập vào cái trước mặt thế thì toang . hèn gì nghỉ hết là phải rồi !",0,0,2,0,0,0,2,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,f94575
"hr tuyển_dụng làm_việc thiếu chuyên_nghiệp , ra_vẻ ta đây công_ty lớn nhiều tiêu_chuẩn lắm nhưng cách làm_việc kém . trao_đổi qua điện_thoại xong hẹn sẽ add zalo để cfm_lịch nhưng im_bặt không sủi_tăm . rồi đùng cái báo mình đi được không , làm người ta không có kế_hoạch chuẩn_bị . xin dời ngày khác thì im luôn không reply . nghe nhiều review tiêu_cực về hr rồi , giờ mới thấy ngay từ đầu tuyển_dụng đã kém rồi , đúng quả không sai .",0,0,0,0,0,0,0,0,2,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,d6b2e7
"kpi chỉ là trò hề , tuning rule mới và vua của mọi nghề",0,0,0,0,0,0,0,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,bbdea7
"công_ty ở chỗ q7 , lương thì thấp , đánh_giá nhân_viên không rõ_ràng , thằng làm nhiều lương_thua thằng chỉ biết học chứng_chỉ . có mấy đứa mới vô chưa được năm thì được đề_bạt dù thi_chứng_chỉ cũng rớt , bằng đại_học cũng không có . tao làm ở phòng bảo_mật , không tin cứ hỏi mấy đứa còn làm ở đó",2,0,0,0,3,0,2,2,0,0,0,0,Tổng công ty Công nghệ và Giải pháp CMC TS,be5ae0
"công_ty thật_sự đáng để ở lâu_dài , một nơi tốt_đẹp phù_hợp cho các bạn mới ra trường . có nhiều chuyên_gia công_nghệ trình_độ cao.from cmc creative space with luv",0,1,0,0,0,0,0,0,0,0,0,1,Tổng công ty Công nghệ và Giải pháp CMC TS,40b79a
"tiết_kiệm được vài đồng thưởng tết có đáng không "" chủ gia_đình "" ? làm quần_quật cả năm , tháng 12 nó gọi vào cho e nghỉ_ngơi",2,0,0,0,0,2,0,0,0,0,2,0,UNSTATIC,300b77
"vào 1 tgian mới nhận ra là công_ty gia_đình , nên tránh nha mọi người .",0,0,0,2,0,0,0,0,0,0,0,2,UNSTATIC,a60d49
"Đi phỏng_vấn chỉ tổ mất thời_gian , ko được gì . Xác_định đi cho biết cty như_thế_nào thì nên đi pv . Ko thì ở nhà cho đỡ phí thời_gian",0,0,0,0,0,0,0,0,2,0,0,0,URBOX,f9ca8c
cty toàn bắc ky nc khó nghe bỏ mẹ,0,0,0,2,0,0,0,0,0,0,0,0,URBOX,763e2c
"Có thay_đổi nhiều so với năm 2022 nhưng vẫn còn tồn_động các vấn_đề về con_người và văn_hóa , .",0,0,0,2,0,0,0,0,0,0,0,0,URBOX,c9b7f7
"Offer nhanh , thử việc 85 , lương ở mức ổn , được cấo thiết_bị làm_việc , bảo_hiểm full lương và thời_gian làm_việc khá linh hoạtCông_ty mới nhiều quá nên giao_tiếp giữa các phòng_ban chưa thật_sự hiệu_quả",3,0,0,0,1,1,0,2,1,0,0,0,URBOX,7629f5
"- Team trẻ , văn_hóa tốt , leader và manager support từng cá_nhân - Open học_hỏi và trải_nghiệm các thử_thách mới - Luôn có meeting để hỗ_trợ và gắn_bó mọi người với nhau - Phủ được nhiều nhà_cung_cấp = & gt ; sử_dụng ứng_dụng cty thích_thú hơn = & gt ; đáng để apply và trải_nghiệm",0,1,1,1,0,0,1,1,0,0,0,1,URBOX,e6dccb
"Môi_trường tăng động , phù_hợp với Gen_Z đặc_biệt là Tech , cần mở_rộng thêm văn_phòng vì cảm_thấy vẫn còn khá chậtCông việc khá nhiều phù_hợp cho ai muốn học_hỏi nhưng cần tăng thêm nhân_lực để những người đang làm không bị ngộp",0,1,0,1,2,2,0,0,0,0,0,0,URBOX,6dcb73
Mong chờ company trip để được biết nhiều người hơn,0,0,0,1,0,0,0,0,0,0,0,0,URBOX,4601cd
"Quy_trình tuyển_dụng có vấn_đề : - 1 . HR ở bắc thì nói không tuyển nhưng HR ở nam thì bảo có => nội_bộ khá lục_đục - 2 . HR không nhiệt_tình , không niềm_nở với ứng_viên => nên cân_nhắc kỹ trước khi ứng_tuyển - 3 . Nghe qua có_vẻ phúc_lợi tốt nhưng tính ra thì ngành này mức lương như_vậy không có gì là cao chỉ được là đóng bảo_hiểm full lương . - 4 . Vào làm rồi mới biết môi_trường các team không hòa đồng , khá đùn_đẩy trách_nghiệm và công_ty cũng không có văn_hóa doanh_nghiệp cụ_thể",3,0,0,2,0,0,0,0,2,0,0,0,URBOX,64dd9c
"Quy_trình phỏng_vấn lèn èn , deal lương kiểu chợ_búa , PM phỏng_vấn thì cứ nhìn chỗ nhạy_cảm của ứng_viên như muốn ăn tươi_nuốt sống , dê_chúa thiếu_thốn quá vì lương ko đủ tiền thỏa_mãn hay gì mà máu dê_lộ liễu vậy ạ !",2,0,2,2,0,0,0,0,2,0,0,0,URBOX,211abb
"Công_ty khá trẻ về nhân_viên , nơi dành cho các bạn trẻ trau_dồi và học_hỏi cũng như thể_hiện bản_thân mình mà không bị hạn_chế quá nhiều về mặt công_việc",0,1,0,1,0,0,1,0,0,0,0,0,URBOX,cddb6d
Công_ty Ok cũng ko có gì đặc_biệt,0,0,0,0,0,0,0,0,0,0,0,3,URBOX,519876
"Không biết phải do mình không nhưng người phỏng_vấn toàn khoe về mấy cái mình làm , kiểu như chủ_yếu ở đây anh gánh team hếtNhững sản_phẩm của mình đã release và đến với người dùng cuối và có lượng user tương_tác nhất_định thì chê của em chỉ mới ở mức sơ_sài , chưa thuyết_phục ? ? ?",0,0,0,0,0,0,0,0,2,0,0,0,URBOX,ed2ce2
Không có ý_định tuyển_dụng thì đừng làm mất thời_gian của người khác,0,0,0,0,0,0,0,0,2,0,0,0,URBOX,47d0c7
"Người phỏng_vấn tỏ ra nguy_hiểm , đặt câu hỏi để dìm ứng_viên .",0,0,0,0,0,0,0,0,2,0,0,0,URBOX,f57d5a
"Môi_trường cực_kì toxic giữa các team , phối_hợp công_việc đùn_đẩy trách_nhiệm . Giữa 2 miền bắc nam bằng mặt không bằng_lòng , chọc gậy bánh_xe . Quy_trình làm_việc không có . Làm qua thời_gian để kiếm sống có_thể cân_nhắc",0,0,0,2,0,0,0,2,0,0,0,2,URBOX,81ba0f
6 năm rồi vẫn mang danh start up để đi gọi vốn hả =)),0,0,2,0,0,0,0,0,0,0,0,0,URBOX,413d6b
"pv rắc_rối , đợi lâu phản_hồi , tuyển_dụng thiếu chuyên_nghiệp",0,0,0,0,0,0,0,0,2,0,0,0,URBOX,c98598
nên đắn_đo truơc khi apply ở đây vì con_người bỉ ổi,0,0,0,2,0,0,0,0,0,0,0,2,URBOX,ff9e6a
"công_ty đúng chất cty cộng_sản , cá lớn nuốt cá bé",0,0,0,2,0,0,0,0,0,0,0,0,URBOX,5e8115
"Công_ty phúc_lợi tốt , bảo_hiểm full lương",1,0,0,0,0,0,0,0,0,0,0,0,URBOX,abe33c
"Cty thiếu chuyên_nghiệp , quản_lý lỏng_lẻo",0,0,2,2,0,0,0,0,0,0,0,0,URBOX,9b7d75
"Công_ty best cho training và định_hướng career cho fresher , môi_trường trẻ và giờ làm_việc thoải_mái",0,1,0,1,0,1,1,0,0,0,0,0,URBOX,50f1a5
Ai_định vô vì nghĩ học_hỏi_dc này nọ sếp giỏi thì_thôi đọc mấy cmt trên để né ra nhé :))))),0,2,2,0,0,0,0,0,0,0,0,2,URBOX,7883ea
Cty gay quá nhiều cty gay quá nhiều,0,0,0,2,0,0,0,0,0,0,0,0,URBOX,79a78f
"muốn nói thêm nói tiếp nhưng_mà page cấm nói đến cá_nhân ( ý là mình đang muốn review thẳng vợ_chồng giám_đốc công_ty này đó ) nên thôi mình sẽ tổng_hợp một_số câu_chuyện hài_hước mà nếu bạn vào công_ty này bạn sẽ thấy hoặc bạn sẽ làm những cái đó . nếu tổng_hợp các review của mình về công_ty này mà các bạn vẫn muốn nhảy vào cái bẫy lương ở công_ty này thì cứ vô nhé , nhìn thì màu hồng mà chạm vào hóa đau_thương đấy . lời khuyên cuối đừng nên thử kể_cả thử nộp cv . lần tới sẽ là các câu_chuyện ở công_ty này nhé . không thân",2,0,2,0,0,0,0,0,2,0,0,2,UniExport,69c6fb
"hello mọi người lại là mình đây còn nợ các bạn các câu_chuyện liên_quan đến công_ty , có_vẻ như mọi người nghĩ là công_ty này mua được mình cho mình bớt review à . không đâu mình vừa xong khóa tập_huấn ở nước_ngoài vẫn chưa về đâu . công_ty này tuổi gì mà mua được mình . ngon_nhào zô hehehe . ngon kêu thằng it công_ty làm xem nó biết không . cuối năm sắp tết chắc câu_chuyện lương_thưởng sẽ hấp_dẫn . chờ nhé",3,3,0,0,0,0,0,0,0,0,0,0,UniExport,b8296f
"chào mọi người thích xem review công_ty này . mình quên mất một_tật xấu ở công_ty này là , đổ thừa đổ lỗi và đánh_tráo khái_niệm , mình sẽ dùng 2 cmt trả_lời của bài review gần nhất làm dẫn_chứng . đã dám đọc hết review của mình thì cũng sẽ phải thấy mình đã từng ngụ_ý rằng là : "" hãy phản_biện mình bằng cách dùng bằng_chứng chứ đừng chỉ nói suông "" nếu mình nó tào_lao vậy đưa bằng_chứng ra , nếu mình nói sai cho xin nhẹ cái bằng_chứng ạ , các bạn chỉ biết đổ thừa mình bị thần_kinh nói_chuyện vô_văn_hóa hay_là nói tào_lao rồi đánh_tráo khái_niệm rằng mình là người không bình_thường . hahaha vui . không sao dù gì thì cũng cám_ơn các bạn tự trườn cái bộ_mặt xấu của nhân_viên và môi_trường thích đổ lỗi của công_ty lên đây để mình để mình đỡ review_khỏe . không thân .",0,0,0,2,0,0,0,0,0,0,0,0,UniExport,623476
"giám_đốc như phát_xít , vợ làm giám_đốc , chồng làm giám_đốc nhà_máy , con kế_toán thì quỳ gối liếm cả 2 vc , đuổi nhân_viên vì những lý_do tào_lao",0,0,2,2,0,0,0,0,0,0,2,0,UniExport,994f5a
"nói_chung không đáng để các bạn thử việc cũng như làm ở đây đâu , rất nhiều thành_phần toxic , và công_ty này chả phát_triển được bạn đâu",0,0,0,2,0,0,2,0,0,0,0,2,UniExport,45aefa
"hr nói_chuyện không thân_thiện , không chuyên_nghiệp khi phỏng_vấn xong ghost ứng_viên , không báo kết_quả",0,0,0,0,0,0,0,0,2,0,0,0,UniExport,3c818c
"sau 2 tháng thử việc công_ty này sẽ giả_ngu để các bạn phải thêm 1 tháng thử việc nữa , nên nếu hết hạn 2 tháng thử việc theo hợp_đồng thử việc mà không ai đả_động gì thì hãy đi đòi hợp_đồng chính_thức đi nhé",0,0,0,0,0,0,0,2,0,0,2,0,UniExport,326669
tao sẽ review từ đầu tới lúc tao nghỉ_việc nhé : bị ăn thêm 1 tháng thử việc không rõ lí_do dù đã có đề_cập vs_manager của tao và cũng chỉ nhận được câu ậm_ờ và sau đó thì các bạn biết rồi đó . 3 tháng thử việc thế nhé .,0,0,2,0,0,0,0,2,0,0,0,0,UniExport,582b85
"bạn trả_lời review_kia của mình nghĩ chắc cũng là người đóng_góp lâu năm cho công_ty rồi cũng bậc anh_chị nên mình không dám hỗn , mình chỉ muốn chỉ ra điều không đúng của công_ty cho những người khác biết , còn việc cố_gắng cmt vô bênh_vực điều không đúng đó cũng phần_nào tự mình đưa hình_tượng của công_ty xấu đi đó . không thân .",0,0,0,0,0,0,0,0,0,0,0,2,UniExport,5ae73e
"theo bạn nghỉ_phép là gì , là nghỉ ở nhà ngủ hay sao bạn có nghĩ đến việc người ta nghỉ_phép vì việc gia_đình chưa dù chỉ 1 phút thì không bao_giờ công_việc quan_trọng bằng việc gia_đình , ok ! thêm nữa nếu chỉ hỗ_trợ 30 phút đến 1 tiếng thì cũng phải tính lương chứ . nhìn trả_lời của bạn thì phần_trăm cao mình cũng đoán được là ai đang bênh cái uni này .",2,0,2,0,0,2,0,2,0,0,0,0,UniExport,8ebffd
cho_dù mới ra trường hay đã có kinh_nghiệm thì đừng vào hối_hận không kịp đâu .,0,0,0,0,0,0,0,0,0,0,0,2,UniExport,430840
"công_ty này nát từ gốc chấm_hết , vô làm r sẽ thấy hãm ok",0,0,0,0,0,0,0,0,0,0,0,2,UniExport,17d8b5
